"","species","family","order","morpho_FSp","morpho_FUn","morpho_FUSE","morpho_FDis","lifehistory_FSp","lifehistory_FUn","lifehistory_FUSE","lifehistory_FDis","diet_FSp","diet_FUn","diet_FUSE","diet_FDis","aggregated_FSp","aggregated_FUn","aggregated_FUSE","aggregated_FDis"
"218","Alectoris_magna","Phasianidae","Galliformes",0.252753078428518,0.0888226322847255,0.0129358696072814,0.341575710713243,0.485576975388759,0.146754652726059,0.023749522332013,0.632331628114818,0.823331445160893,1.69859682020983e-13,0.0307576963771558,0.823331445161063,0.488178502357251,0.333725189971738,0.0307055840605553,0.821903692328989
"219","Alectoris_melanocephala","Phasianidae","Galliformes",0.29722930466078,0.148377633781909,0.0223671781057078,0.445606938442689,0.318137561236866,0.0941124677951805,0.0207159104963291,0.412250029032046,0.504058899846027,1.42334178912879e-13,0.0252519330747979,0.504058899846169,0.348650228426994,0.352667134035298,0.0349055968619174,0.701317362462292
"220","Alectoris_philbyi","Phasianidae","Galliformes",0.230951509669089,0.0785523587734063,0.0168778968576249,0.309503868442495,0.29555555358613,0.0752818364061752,0.0201826862154621,0.370837389992305,0.504058899846027,1.42346393382607e-13,0.0273165846143493,0.504058899846169,0.311064426499425,0.281877563051246,0.0320428282624665,0.592941989550671
"221","Alectoris_rufa","Phasianidae","Galliformes",0.234391134781066,0.1034770653633,0.0380109380528977,0.337868200144366,0.514725955491556,0.117235903359207,0.0699473706435253,0.631961858850763,0.773667824988768,0.299880758665796,0.116043623870126,1.07354858365456,0.476488561448997,0.30851047837833,0.0861668811823788,0.784999039827327
"222","Alectroenas_madagascariensis","Columbidae","Columbiformes",0.181157367143108,0.0991654177290232,0.0093217218550565,0.280322784872131,0.340593212577029,0.0396770380730675,0.0126165331461761,0.380270250650097,0.80763294816403,1.42657943114328e-14,0.0265386565803137,0.807632948164044,0.413529386478607,0.119908646166292,0.0176369382610869,0.5334380326449
"223","Alectroenas_sganzini","Columbidae","Columbiformes",0.161352847092065,0.0651216867020735,0.0252380104388327,0.226474533794138,0.231374944757573,0.0721750956648996,0.0336814998873594,0.303550040422473,0.80763294816403,1.37477258794508e-14,0.0871852045046434,0.807632948164043,0.380963148823285,0.11848622673697,0.0548212694595735,0.499449375560255
"224","Alectrurus_risora","Tyrannidae","Passeriformes",0.169674739726508,0.226957653108579,0.0953354087374698,0.396632392835087,0.0622269845596815,0.0256663806395273,0.0219677188591113,0.0878933651992088,0.139180549421728,1.05423220350159e-15,0.0345547132781958,0.139180549421729,0.106409350838296,0.182837675134889,0.0704536580421293,0.289247025973186
"225","Alectrurus_tricolor","Tyrannidae","Passeriformes",0.190297424732677,0.0198432405947618,0.0508886703763966,0.210140665327439,0.122791806327076,0.0439083135419545,0.0405909631604719,0.16670011986903,0.139180549421727,9.23215075964379e-16,0.0340089640316748,0.139180549421728,0.128715147014816,0.0820735637687538,0.0510414475460663,0.21078871078357
"226","Alectura_lathami","Megapodiidae","Galliformes",0.547639022484495,0.137083262269575,0.0362499992427507,0.68472228475407,0.873395969923258,0.458315909556771,0.0689999668458219,1.33171187948003,0.542698298861359,0.0872286210043916,0.0334113884109546,0.62992691986575,0.711718740902183,1,0.0876102048130066,1.71171874090218
"227","Alethe_diademata","Turdidae","Passeriformes",0.0855158184907302,0.0213468832094743,0.00429630361779517,0.106862701700205,0.150036299240795,0.0137643565724994,0.00657402325668824,0.163800655813295,0.165393247290317,3.9224062367934e-14,0.00663761937133238,0.165393247290356,0.0951082799008898,0.131728593345179,0.00908653856383249,0.226836873246069
"228","Alipiopsitta_xanthops","Psittacidae","Psittaciformes",0.207342184665904,0.181161816887309,0.0432540480830971,0.388504001553213,0.26595539798371,0.0414945277628874,0.0343855863955417,0.307449925746597,0.762890486910433,1.01820908371972e-14,0.0832113191056803,0.762890486910443,0.385639836625989,0.234777514485132,0.0681959927955343,0.620417351111121
"229","Alisterus_amboinensis","Psittacidae","Psittaciformes",0.342382171895223,0.141829073412273,0.020754919293202,0.484211245307495,0.275840968733244,0.0952639850313428,0.0159531989860245,0.371104953764587,0.762181693988151,8.94381209107883e-15,0.0324389474365937,0.76218169398816,0.443395220445121,0.330719682691086,0.0329368825287905,0.774114903136207
"230","Alisterus_chloropterus","Psittacidae","Psittaciformes",0.317533740852229,0.100741102327675,0.0213067542905819,0.418274843179905,0.229848576519017,0.0397205750894437,0.0137978297669774,0.269569151608461,0.762890486910433,1.00402516607735e-14,0.038438032633653,0.762890486910443,0.422365915881701,0.213333267973322,0.032158378078382,0.635699183855023
"231","Alisterus_scapularis","Psittacidae","Psittaciformes",0.375368448064667,0.0878697108291387,0.0237652291250018,0.463238158893806,0.312432002456418,0.101671617298075,0.0212764236685267,0.414103619754493,0.761407235614216,0.261685863012757,0.0516124104549679,1.02309309862697,0.467806243225359,0.349471923774441,0.0414824925924502,0.817278166999801
"232","Alle_alle","Alcidae","Charadriiformes",0.246404267490453,0.114848433260093,0.0152575392933854,0.361252700750546,0.374756812188175,0.111688176086889,0.0204748024950854,0.486444988275064,0.139180549421727,7.3494205896384e-16,0.00591444449710942,0.139180549421728,0.245659510424846,0.315875198698402,0.0235871234494385,0.561534709123248
"233","Alophoixus_bres","Pycnonotidae","Passeriformes",0.0350198891825861,0.0272548630969315,0.0302032022300551,0.0622747522795175,0.123514299452393,0.0191184001166052,0.0678528969440872,0.142632699568998,0.24714210460785,1.5090023033454e-14,0.114756455224856,0.247142104607865,0.10592679011656,0.13737708886722,0.113072825061897,0.24330387898378
"234","Alophoixus_flaveolus","Pycnonotidae","Passeriformes",0.0681380630550375,0.0486470914081363,0.00580604183802948,0.116785154463174,0.131984352790887,0.0356949196286812,0.00832082542297156,0.167679272419568,0.633851923010953,3.31451061567469e-14,0.0309330783608818,0.633851923010986,0.271288089045252,0.227930517713222,0.0244792136756882,0.499218606758474
"235","Alophoixus_ochraceus","Pycnonotidae","Passeriformes",0.0598274068973286,0.0397685457596359,0.00440388203138647,0.0995959526569644,0.131667021107209,0.0148110588737505,0.00646784451163694,0.14647807998096,0.139180549421727,6.51844569248033e-16,0.00614695248118571,0.139180549421728,0.0722125354804583,0.0913435057287045,0.00721826501483042,0.163556041209163
"236","Alophoixus_pallidus","Pycnonotidae","Passeriformes",0.0960056105667251,0.0670428518302223,0.00621954442380889,0.163048462396947,0.0975744533658817,0.0224709921876095,0.00458461306553618,0.120045445553491,0.601139618833291,2.81464256694915e-13,0.0226589552911369,0.601139618833572,0.258668845354084,0.208455233856541,0.0176712443348224,0.467124079210625
"237","Alophoixus_phaeocephalus","Pycnonotidae","Passeriformes",0.118019460640797,0.0376715259344615,0.00787566898898409,0.155690986575258,0.128023746088312,0.0131881906372615,0.00714622694857739,0.141211936725573,0.24714210460785,1.49623847246894e-14,0.0124689029152248,0.247142104607865,0.131038589973218,0.0901485589813103,0.0111677340141619,0.221187148954528
"238","Alopochelidon_fucata","Hirundinidae","Passeriformes",0.283537182503518,0.047500014193745,0.0151473619507414,0.331037196697263,0.183080984380177,0.0417137379121571,0.0103203287523312,0.224794722292335,0.139180549421727,7.1956467946905e-16,0.00640707059298982,0.139180549421728,0.201155529835516,0.0879478722390197,0.0132459597342565,0.289103402074535
"239","Alopochen_aegyptiaca","Anatidae","Anseriformes",0.5935286769765,0.120028459150939,0.033446343646836,0.713557136127439,0.512656890985686,0.0972244178069993,0.0286833882546988,0.609881308792686,0.877268013069587,1.44706227524544e-13,0.0409032919320681,0.877268013069732,0.675725755554013,0.272761174389373,0.0441231824569746,0.948486929943385
"240","Amadina_erythrocephala","Estrildidae","Passeriformes",0.184113536390427,0.100212215877502,0.014571139240929,0.284325752267929,0.207302583441532,0.0150522747240957,0.0114189568198439,0.222354858165627,0.328470211045158,5.72278481954592e-15,0.016808642347476,0.328470211045163,0.206916954749257,0.210111420091444,0.0212775948580833,0.417028374840702
"241","Amadina_fasciata","Estrildidae","Passeriformes",0.22416395521173,0.0836888928544967,0.0162232567243804,0.307852848066227,0.214824409177092,0.0309647117433729,0.0129772689296092,0.245789120920465,0.703607969709805,1.18009787298635e-13,0.0366377463786695,0.703607969709923,0.358380748413619,0.140730451950325,0.0261496557464282,0.499111200363944
"242","Amalocichla_incerta","Petroicidae","Passeriformes",0.206995235586273,0.133912730432929,0.0138412976685012,0.340907966019202,0.321637023773463,0.0365525847711686,0.0145356759165476,0.358189608544631,0.139180549421727,9.87502248128183e-16,0.00568424069412226,0.139180549421728,0.202729413740358,0.242485592522419,0.018021899414026,0.445215006262776
"243","Amandava_amandava","Estrildidae","Passeriformes",0.373210623872567,0.0264274028833913,0.0198902859754202,0.399638026755958,0.262102654186995,0.0634084348599547,0.0162356313218417,0.32551108904695,0.703607969709805,1.17645921511927e-13,0.0347163128983868,0.703607969709922,0.436537236549943,0.141277063288761,0.0286117462171756,0.577814299838705
"244","Amandava_subflava","Estrildidae","Passeriformes",0.393568865621877,0.0922952131795163,0.0188137981172582,0.485864078801393,0.247511253939585,0.0526372190552543,0.0116870539162391,0.300148472994839,0.646215201119959,2.36390431759327e-13,0.0249046548968684,0.646215201120195,0.42632658095598,0.245208738421148,0.0258612121784298,0.671535319377127
"245","Amaurolimnas_concolor","Rallidae","Gruiformes",0.12331165856937,0.0954082578433054,0.00655575646825451,0.218719916412675,0.134260994604166,0.0705368454409718,0.00614061727871714,0.204797840045138,0.0972875679955607,2.15839991055566e-13,0.00292498147779906,0.0972875679957765,0.0828096200855354,0.35996646350859,0.0131973118222528,0.442776083594126
"246","Amaurornis_isabellina","Rallidae","Gruiformes",0.221082907143011,0.170330101972797,0.0214080789374077,0.391413009115808,0.19774671641961,0.0856620177550167,0.0155557944425651,0.283408734174627,0.242093658029796,0.0822519436985497,0.0177788377328627,0.324345601728346,0.195197335701903,0.439941947946042,0.0344652706736705,0.635139283647945
"247","Amaurornis_moluccana","Rallidae","Gruiformes",0.17796931818139,0.145394506537492,0.0100593492809075,0.323363824718882,0.234591340121186,0.0779033076161295,0.00972395902544648,0.312494647737316,0.435043563283147,0.579458857927094,0.0310120965684781,1.01450242121024,0.248229584965491,0.470082324787503,0.0221212628411469,0.718311909752995
"248","Amaurornis_olivacea","Rallidae","Gruiformes",0.227369934205968,0.111222506986384,0.0128278659307724,0.338592441192352,0.255385426602168,0.0955016589985173,0.0132894552064269,0.350887085600685,0.435043563283146,0.579458857927094,0.0377841093896807,1.01450242121024,0.275068213206789,0.475180679237997,0.0281275348878918,0.750248892444786
"249","Amaurornis_phoenicurus","Rallidae","Gruiformes",0.183534321897839,0.123001001557882,0.0127058676474787,0.306535323455721,0.303153366506577,0.11836071711085,0.0174158560412862,0.421514083617428,0.285343538967561,0.37094681948276,0.0269412524142407,0.656290358450321,0.224219748202685,0.454087820016208,0.027828307943014,0.678307568218892
"250","Amazilia_amabilis","Trochilidae","Apodiformes",0.508203856365203,0.0129869034482502,0.0329777904894226,0.521190759813453,0.114667847404936,0.0144306935189821,0.00828446001322202,0.129098540923918,0.935996200495959,2.7352900598478e-13,0.0583707304525993,0.935996200496232,0.56623056792734,0.0707097150257382,0.0401372401636826,0.636940282953078
"251","Amazilia_amazilia","Trochilidae","Apodiformes",0.420454407722222,0.060620159967295,0.032666362528036,0.481074567689517,0.109773846870707,0.00936657356450084,0.00819481352478381,0.119140420435208,0.866048672064612,1.02255043485583e-15,0.0580254680008438,0.866048672064613,0.493344977823192,0.0420489873647299,0.036285530676149,0.535393965187922
"252","Amazilia_beryllina","Trochilidae","Apodiformes",0.463916691037675,0.0208047446450227,0.022426046270262,0.484721435682698,0.118554894323664,0.0101436541600966,0.00601084315597395,0.128698548483761,0.866048672064612,8.55795506225177e-16,0.0396726356084853,0.866048672064613,0.518188211308645,0.0141793436287742,0.0245996435856728,0.532367554937419
"253","Amazilia_boucardi","Trochilidae","Apodiformes",0.467555319083555,0.0190586137134686,0.232200164101221,0.486613932797023,0.113518089412188,0.0111501580140838,0.064985904281805,0.124668247426272,0.866048672064612,6.74221123915463e-16,0.381311678758002,0.866048672064613,0.519814137436704,0.0102160033498804,0.250458871691054,0.530030140786584
"254","Amazilia_brevirostris","Trochilidae","Apodiformes",0.499552151366593,0.040507021106577,0.0369028932387834,0.54005917247317,0.113216650585744,0.0129722386731022,0.00875774585039865,0.126188889258847,0.866048672064612,7.59509384257855e-16,0.0584751999099971,0.866048672064613,0.538411670353318,0.0260766521254342,0.0385372996083588,0.564488322478752
"255","Amazilia_candida","Trochilidae","Apodiformes",0.485412824214872,0.0464163402268537,0.033490898131809,0.531829164441726,0.111173513274464,0.00943759128495586,0.00770842064774097,0.12061110455942,0.866048672064612,6.98675428573508e-16,0.053901792931949,0.866048672064613,0.529925952505012,0.0330080788672984,0.0354106084634329,0.562934031372311
"256","Amazilia_castaneiventris","Trochilidae","Apodiformes",0.47133722683417,0.0442548111396914,0.0253125420431423,0.515592037973861,0.107609838387911,0.00898398545391979,0.0057873122762948,0.11659382384183,0.866048672064612,7.91525694016467e-16,0.0421173556742547,0.866048672064613,0.521478222175949,0.0276274998856194,0.0269332785693129,0.549105722061569
"257","Amazilia_chionogaster","Trochilidae","Apodiformes",0.450103906569031,0.033704507256519,0.0244657615129362,0.48380841382555,0.123550730432334,0.00700742674661628,0.00667620522897223,0.13055815717895,0.866048672064612,7.88562922341874e-16,0.0432820632576414,0.866048672064613,0.510867179837933,0.0239964507749744,0.027004591274528,0.534863630612907
"258","Amazilia_cyanifrons","Trochilidae","Apodiformes",0.466415811562857,0.0270922904609735,0.0147230903141447,0.493508102023831,0.108592750743051,0.016377200986304,0.00375988150833129,0.124969951729355,0.866048672064613,9.42242069498982e-16,0.0256215587400717,0.866048672064613,0.518741613304474,0.0182308292710452,0.0160040044723999,0.536972442575519
"259","Amazilia_cyanocephala","Trochilidae","Apodiformes",0.445176197199469,0.0132925270181443,0.027511508368382,0.458468724217613,0.111334415727463,0.00728940971948075,0.00720416337814656,0.118623825446944,0.866048672064613,1.03147695842701e-15,0.0512453763639714,0.866048672064614,0.507005853616478,0.00340280884032682,0.0305729460526703,0.510408662456805
"260","Amazilia_cyanura","Trochilidae","Apodiformes",0.470940238646239,0.0493754902324149,0.0303282213119577,0.520315728878654,0.119404136666876,0.00901107265174799,0.00758415006779269,0.128415209318624,0.866048672064613,1.12164535835581e-15,0.0499111967225951,0.866048672064614,0.522275622996858,0.0298639280464713,0.0321492774888713,0.55213955104333
"261","Amazilia_edward","Trochilidae","Apodiformes",0.503035464402305,0.0131773139983055,0.0251802527452795,0.516212778400611,0.104501011035763,0.00777477296923147,0.00554183563414372,0.112275784004994,0.866048672064613,1.16908735891409e-15,0.0418235401238653,0.866048672064614,0.539767048588608,0.0237064122886587,0.0274480619423571,0.563473460877266
"262","Amazilia_fimbriata","Trochilidae","Apodiformes",0.498419668613248,0.017168711300004,0.0282160853468273,0.515588379913252,0.141125546534888,0.0259902749051797,0.00924680117433154,0.167115821440068,0.866048672064614,1.17076954852069e-15,0.0468843391565567,0.866048672064615,0.540359505685053,0.0478095473925866,0.0321153544575558,0.58816905307764
"263","Amazilia_franciae","Trochilidae","Apodiformes",0.454244933489214,0.0161471592260961,0.017801605286426,0.47039209271531,0.122899455735817,0.00809430963351278,0.0050039706419314,0.130993765369329,0.866048672064614,1.09428337648286e-15,0.0324267702828993,0.866048672064615,0.513124873652956,0.0204355968517139,0.0201574317834918,0.53356047050467
"264","Amazilia_lactea","Trochilidae","Apodiformes",0.48385647574246,0.0366598112852172,0.0276410090652928,0.520516287027677,0.124527138717539,0.00958019455857639,0.00720931535717552,0.134107333276115,0.866048672064614,1.07977760907219e-15,0.0454993467552796,0.866048672064615,0.530205305175275,0.0340639742305181,0.0299234102480521,0.564269279405793
"265","Amazilia_leucogaster","Trochilidae","Apodiformes",0.49208699173411,0.0540599614633795,0.0299683931520453,0.546146953197489,0.129841507357738,0.00758206235634377,0.00765581659960571,0.137423569714082,0.866048672064614,1.08173162105267e-15,0.0469770046512342,0.866048672064615,0.535514380631499,0.0343824337947176,0.0312445403507106,0.569896814426217
"266","Amazilia_luciae","Trochilidae","Apodiformes",0.507603688220396,0.0526780646241093,0.126696046222311,0.560281752844505,0.118885575484632,0.0101888932273263,0.0307358914816373,0.129074468711959,0.866048672064615,1.04233446937338e-15,0.189290068706433,0.866048672064616,0.54368848364701,0.0365015782178077,0.130899535074815,0.580190061864817
"267","Amazilia_rosenbergi","Trochilidae","Apodiformes",0.483170292680875,0.0417303049944812,0.0239316151530673,0.524900597675356,0.120202024399968,0.0108371830044398,0.00603600701463913,0.131039207404407,0.866048672064615,1.08128452767749e-15,0.0391426231713651,0.866048672064616,0.529409107631808,0.0304134039518436,0.0255008505853769,0.559822511583651
"268","Amazilia_rutila","Trochilidae","Apodiformes",0.454365720734988,0.0263200300530141,0.0146055146814396,0.480685750788002,0.120703659714512,0.0129347271250676,0.00409823409951625,0.133638386839579,0.866048672064615,1.10696751938867e-15,0.0260518964954552,0.866048672064616,0.512986988032054,0.0295054340181477,0.0164567358340289,0.542492422050202
"269","Amazilia_tobaci","Trochilidae","Apodiformes",0.481151132800813,0.0488635520039555,0.032511796251268,0.530014684804768,0.141259858081718,0.0180658394111024,0.00991052699108577,0.15932569749282,0.866048672064615,1.14945756562231e-15,0.0524737469265384,0.866048672064616,0.530289473794173,0.0443722545050244,0.0351922205817881,0.574661728299197
"270","Amazilia_tzacatl","Trochilidae","Apodiformes",0.453003516000483,0.0101888339607594,0.023502165660194,0.463192349961242,0.136971729105096,0.0201469403049791,0.00805354266423789,0.157118669410075,0.866048672064615,1.1648250465578e-15,0.0433724477511961,0.866048672064616,0.513824643475474,0.0596930763980017,0.0289950929180704,0.573517719873475
"271","Amazilia_versicolor","Trochilidae","Apodiformes",0.518842487369647,0.0222066079807279,0.0335228273173592,0.541049095350374,0.107405144342936,0.0132056156724066,0.00758574258840775,0.120610760015342,0.866048672064616,7.33774557397505e-16,0.0530561666952038,0.866048672064617,0.549479010976355,0.0244755655336351,0.0355205474360326,0.57395457650999
"272","Amazilia_violiceps","Trochilidae","Apodiformes",0.434623272471167,0.0370601653678538,0.0257030436063229,0.471683437839021,0.114103538539634,0.00594958498650548,0.00661725530870952,0.120053123526139,0.866048672064616,5.72536337823347e-16,0.0466050332632249,0.866048672064617,0.501424875998214,0.0171328130537658,0.0282147939488124,0.51855768905198
"273","Amazilia_viridicauda","Trochilidae","Apodiformes",0.465774928076481,0.0348913693463289,0.0292225077089773,0.50066629742281,0.12738514053295,0.00602928930547724,0.00789574661161811,0.133414429838427,0.866048672064617,6.8287845341137e-16,0.0498743136353082,0.866048672064617,0.520072475694317,0.0208026504248944,0.0315222065064712,0.540875126119212
"274","Amazilia_viridifrons","Trochilidae","Apodiformes",0.477538195050654,0.0518232015379105,0.0369044007062547,0.529361396588564,0.127074176400293,0.00634245083956816,0.00943599228130085,0.133416627239861,0.866048672064616,5.07482113906706e-16,0.0596586135084953,0.866048672064617,0.526785244208624,0.028409776226017,0.0386695376499552,0.555195020434641
"275","Amazilia_viridigaster","Trochilidae","Apodiformes",0.507688445571574,0.0207020773802358,0.0201189908937268,0.52839052295181,0.10147600169461,0.0145212064130627,0.00446828294685794,0.115997208107673,0.866048672064616,5.45947123401625e-16,0.0326711188980106,0.866048672064617,0.542308125845875,0.023445042466969,0.0215192941653762,0.565753168312844
"276","Amazilia_yucatanensis","Trochilidae","Apodiformes",0.460863504512274,0.0246121730111473,0.0200552712098393,0.485475677523421,0.1082626989604,0.0655061659336185,0.00724217195316353,0.173768864894019,0.866048672064616,7.91578989234171e-16,0.0354007023154148,0.866048672064617,0.515553744080331,0.0673254645418092,0.0240134771412776,0.58287920862214
"277","Amazona_aestiva","Psittacidae","Psittaciformes",0.2850133061603,0.099491959187667,0.0441945760315647,0.384505265347967,0.475929614039695,0.0570209311541377,0.0607454653110534,0.532950545193833,0.762890486910433,4.70242589012361e-15,0.0858518166758081,0.762890486910438,0.476710116316428,0.232169142078131,0.0800111087562067,0.708879258394559
"278","Amazona_agilis","Psittacidae","Psittaciformes",0.172423660005477,0.0866982767187602,0.116244949582313,0.259121936724238,0.264220561059777,0.0439509700013151,0.136759753209121,0.308171531061092,0.76218169398815,2.38577189817217e-15,0.308567757961547,0.762181693988153,0.373906187955284,0.194305506504296,0.238831050086911,0.56821169445958
"279","Amazona_albifrons","Psittacidae","Psittaciformes",0.199627510328205,0.0725284178568282,0.0156373136944153,0.272155928185033,0.325179385220061,0.056468592124332,0.0218412130927474,0.381647977344393,0.79753672710958,0.385266799487881,0.065800469500715,1.18280352659746,0.411049726812089,0.324405685469329,0.0415586906144896,0.735455412281419
"280","Amazona_amazonica","Psittacidae","Psittaciformes",0.256283549920949,0.084354433331113,0.0170155554585033,0.340637983252062,0.342839578669934,0.118947995196026,0.0229854946481448,0.46178757386596,0.80763294816403,1.10703721201142e-14,0.0397999246515519,0.807632948164041,0.438975037800335,0.205336363544452,0.0319010351992626,0.644311401344787
"281","Amazona_auropalliata","Psittacidae","Psittaciformes",0.29601677822161,0.076381620348964,0.275311118758813,0.372398398570574,0.489075876121876,0.0459936701202709,0.37514582620951,0.535069546242147,0.76218169398815,1.94641542608354e-15,0.499638780081652,0.762181693988152,0.485458222610985,0.191719247812612,0.454846346605799,0.677177470423597
"282","Amazona_autumnalis","Psittacidae","Psittaciformes",0.275890054077085,0.0603320931954716,0.0186972436839413,0.336222147272557,0.335414392750859,0.0661435580290681,0.0222790648253232,0.401557950779927,0.807632948164029,1.0954775909906e-14,0.0441800696542842,0.80763294816404,0.444486975888887,0.210761384125654,0.0360331502751264,0.655248360014541
"283","Amazona_barbadensis","Psittacidae","Psittaciformes",0.305495371707977,0.122182015924837,0.0483353762669152,0.427677387632814,0.350835002404062,0.0649013370328582,0.0470172852071558,0.41573633943692,0.76218169398815,1.61936760429231e-15,0.0845653032797628,0.762181693988152,0.445254084270702,0.194039426854249,0.0714084986163214,0.63929351112495
"284","Amazona_brasiliensis","Psittacidae","Psittaciformes",0.277501222873655,0.0977779740535253,0.0448124568856496,0.37527919692718,0.330433543241806,0.0614895142693425,0.0467540156372794,0.391923057511149,0.599277810076579,0.445328364692091,0.120055865471932,1.04460617476867,0.373087032429167,0.387380213802836,0.0888046845443987,0.760467246232003
"285","Amazona_collaria","Psittacidae","Psittaciformes",0.21312764481041,0.069525238423955,0.0662266542702719,0.282652883234365,0.295976961135035,0.0417272293417122,0.0786155913132661,0.337704190476747,0.76218169398815,1.63299573783655e-15,0.169187687248209,0.762181693988152,0.394731223092643,0.16660421686239,0.127379883403707,0.561335439955033
"286","Amazona_dufresniana","Psittacidae","Psittaciformes",0.296531763887772,0.0846012946292608,0.0439612732993488,0.381133058517033,0.415264736722255,0.0866208562078286,0.0574915170942341,0.501885592930084,0.762890486910432,2.41563239062303e-15,0.0861200938617904,0.762890486910435,0.460903925898412,0.190441229766743,0.0739862643054446,0.651345155665155
"287","Amazona_farinosa","Psittacidae","Psittaciformes",0.351588646627315,0.0783216770083189,0.0190555158941592,0.429910323635634,0.405851945620702,0.0751235315741466,0.0212852162485788,0.480975477194848,0.751795136256071,0.291666091036913,0.0453932120760002,1.04346122729298,0.478537632420195,0.294444438949815,0.0339024878302415,0.772982071370009
"288","Amazona_festiva","Psittacidae","Psittaciformes",0.273287453929097,0.0613870098468214,0.0133199246524633,0.334674463775918,0.314500474309499,0.0407672943965261,0.0141306024111812,0.355267768706025,0.754648239829324,0.117841616890072,0.0341657794121286,0.872489856719396,0.419371639023193,0.298092385324516,0.0282252902083069,0.71746402434771
"289","Amazona_finschi","Psittacidae","Psittaciformes",0.265124395064926,0.0404653820854947,0.156752801316735,0.305589777150421,0.336445187831979,0.0457185469552677,0.192382410662482,0.382163734787246,0.762890486910432,1.47818840755342e-15,0.352531889698263,0.762890486910433,0.424863774760101,0.207338283705479,0.300450513480573,0.632202058465581
"290","Amazona_guildingii","Psittacidae","Psittaciformes",0.387044883109479,0.0808493084263326,0.093612930097856,0.467894191535812,0.370204195342373,0.0545011528928703,0.0853566121176704,0.424705348235243,0.762890486910432,1.44341114234204e-15,0.148138137742515,0.762890486910433,0.488952069288811,0.155904644082078,0.126700737207255,0.644856713370888
"291","Amazona_imperialis","Psittacidae","Psittaciformes",0.413255380523659,0.0885707667799228,0.367870900807862,0.501826147303581,0.418103339630474,0.0543310096827506,0.34969082403774,0.472434349313225,0.762890486910432,1.41715197751703e-15,0.516275883768128,0.762890486910433,0.515829522601044,0.157362107631628,0.467735356530352,0.673191630232671
"292","Amazona_leucocephala","Psittacidae","Psittaciformes",0.259224842791213,0.0631083953032467,0.0389153985213272,0.32233323809446,0.296632553661231,0.0421758503232744,0.0408642065738524,0.338808403984506,0.762181693988149,1.58600876153006e-15,0.0896799053732689,0.762181693988151,0.411839829068522,0.161594228511394,0.0682117446349666,0.573434057579916
"293","Amazona_ochrocephala","Psittacidae","Psittaciformes",0.299419975930462,0.0621426944983343,0.0187069875667371,0.361562670428796,0.504511763602119,0.0558542942641843,0.0288128370261416,0.560366057866304,0.762181693988149,1.6179886769187e-15,0.0389455003619665,0.762181693988151,0.492388321757152,0.211149194578617,0.0360140409225739,0.703537516335769
"294","Amazona_oratrix","Psittacidae","Psittaciformes",0.319868524668425,0.06135840109269,0.167133500852266,0.381226925761115,0.506435941190891,0.05129019941697,0.235842750726228,0.557726140607861,0.762181693988149,1.73300892015879e-15,0.309880214994157,0.762181693988151,0.501340961465503,0.207430218534221,0.291068139383937,0.708771179999724
"295","Amazona_pretrei","Psittacidae","Psittaciformes",0.250906375226205,0.104193832912324,0.0752009833521138,0.355100208138529,0.279524988462801,0.0349456080421782,0.0668977484387243,0.314470596504979,0.777076434703579,1.3417913858623e-13,0.157354659321594,0.777076434703713,0.409799959961355,0.25723966312025,0.136613276702786,0.667039623081606
"296","Amazona_rhodocorytha","Psittacidae","Psittaciformes",0.295659168640498,0.0481196815728104,0.0734832346902792,0.343778850213309,0.450112483097095,0.119448057199959,0.118768242002636,0.569560540297055,0.807632948164028,1.24978461732907e-14,0.164260830207189,0.807632948164041,0.486573802505807,0.291187270094446,0.158671998015879,0.777761072600252
"297","Amazona_tucumana","Psittacidae","Psittaciformes",0.269231730717997,0.0531301506837309,0.071022463103534,0.322361881401728,0.284314478363538,0.0545658399271237,0.0745212159392539,0.338880318290662,0.773417577775888,8.30976378068857e-14,0.16219877057067,0.773417577775971,0.416834363908097,0.242782135649867,0.140008742709024,0.659616499557964
"298","Amazona_ventralis","Psittacidae","Psittaciformes",0.231214134769658,0.0694406888046459,0.0658836153257635,0.300654823574304,0.290384264454499,0.0290495064000252,0.0698486551865485,0.319433770854524,0.762890486910432,1.9995004198244e-15,0.158932028278349,0.762890486910434,0.399938617332647,0.161164764862003,0.11943622910855,0.56110338219465
"299","Amazona_versicolor","Psittacidae","Psittaciformes",0.395423307413715,0.0846122077539987,0.104150620184965,0.480035515167714,0.408288416418585,0.0485517780757543,0.0993761685360787,0.456840194494339,0.762890486910432,2.36132531793945e-15,0.160504020165675,0.762890486910434,0.503920649695767,0.150873700864265,0.139363697564466,0.654794350560033
"300","Amazona_vinacea","Psittacidae","Psittaciformes",0.270652957006976,0.103755624439825,0.176740866164368,0.3744085814468,0.298998222945141,0.0274001131469838,0.155796483535121,0.326398336092125,0.762181693988149,2.50349929983958e-15,0.331211131756809,0.762181693988151,0.416995599899119,0.171695545393398,0.265097982345551,0.588691145292518
"301","Amazona_viridigenalis","Psittacidae","Psittaciformes",0.265632554915057,0.0632385831492981,0.165663225930506,0.328871138064356,0.330423538097389,0.0700218204929585,0.19828079023159,0.400445358590347,0.788192816364965,9.86260524277182e-14,0.358314654487023,0.788192816365063,0.4323003062257,0.220096180541129,0.305178699888655,0.652396486766829
